A	0.13658530625377543	0.07861753607301768	0.5562045090183774	0.08086762600625426	2.2192156365320868	0.0	0.32732361865995835	0.05633441109396287	0.08725291137236381	0.06601311541603348	0.028787141140467105	0.037132209254142776	0.048199820909588194	0.08664750819702828	0.06472101320173261	0.0388202742349158	0.07173781087797873	0.07774321376783111	0.03930650064396942	0.04996218992033513	0.05201420247106416	0.10010100949874315	0.06601334910534487	0.05231218955566781	0.039839260684862765	
C	0.028259028880091467	0.024190011099390053	0.06067685552927753	0.008512381684868871	0.07216961419616544	0.0	0.01636618093299792	0.00938906851566048	0.004362645568618191	0.003883124436237264	0.0031985712378296786	0.0	0.0	0.0	0.009245859028818944	0.0	0.004483613179873671	0.004858950860489444	0.0	0.0	0.0	0.0035750360535265415	0.0	0.0027532731345088325	0.0074698613784117684	
D	0.0047098381466819115	0.0	0.0	0.02553714505460661	0.0	0.0	0.0	0.0	0.008725291137236382	0.003883124436237264	0.0	0.0	0.0	0.0	0.004622929514409472	0.00388202742349158	0.0	0.009717901720978889	0.007146636480721713	0.009367910610062835	0.01300355061776604	0.010725108160579623	0.009902002365801731	0.01101309253803533	0.019919630342431383	
E	0.014129514440045733	0.012095005549695026	0.0	0.059586671794082086	0.0	0.0	0.00818309046649896	0.0	0.0	0.003883124436237264	0.0	0.004125801028238086	0.003012488806849262	0.0	0.004622929514409472	0.0	0.0	0.0	0.0	0.0	0.009752662963324528	0.017875180267632705	0.013202669821068975	0.016519638807052994	0.019919630342431383	
F	0.014129514440045733	0.006047502774847513	0.0	0.012768572527303306	0.0	3.1769313078073638	0.0	0.05633441109396287	0.008725291137236382	0.015532497744949057	0.05117713980527486	0.02062900514119043	0.02711239926164336	0.020387648987536068	0.004622929514409472	0.011646082270474738	0.02690167907924202	0.029153705162936666	0.014293272961443426	0.012490547480083783	0.009752662963324528	0.010725108160579623	0.013202669821068975	0.013766365672544162	0.009959815171215691	
G	0.09419676293363823	0.06047502774847513	0.05056404627439794	0.017024763369737742	0.32476326388274446	0.021321686629579624	0.024549271399496878	0.04694534257830239	0.021813227843090952	0.027181871053660846	0.01919142742697807	0.061887015423571286	0.042174843295889664	0.020387648987536068	0.02311464757204736	0.01552810969396632	0.035868905438989365	0.014576852581468333	0.010719954721082569	0.01873582122012567	0.009752662963324528	0.017875180267632705	0.029706007097405195	0.024779458210579492	0.012449768964019614	
H	0.023549190733409556	0.01814250832454254	0.0	0.05107429010921322	0.0	0.0	0.024549271399496878	0.028167205546981437	0.02617587341170914	0.027181871053660846	0.01919142742697807	0.008251602056476171	0.009037466420547785	0.020387648987536068	0.013868788543228415	0.023292164540949477	0.02690167907924202	0.014576852581468333	0.025013227682525993	0.01873582122012567	0.016254438272207548	0.0035750360535265415	0.009902002365801731	0.0027532731345088325	0.004979907585607846	
I	0.0	0.01814250832454254	0.0910152832939163	0.008512381684868871	0.0	0.021321686629579624	0.06546472373199168	0.0	0.017450582274472763	0.007766248872474528	0.01599285618914839	0.02062900514119043	0.01506244403424631	0.035678385728188114	0.009245859028818944	0.01552810969396632	0.02690167907924202	0.019435803441957777	0.017866591201804283	0.021858458090146617	0.009752662963324528	0.014300144214106166	0.0	0.005506546269017665	0.004979907585607846	
K	0.014129514440045733	0.006047502774847513	0.0	0.0	0.0	0.0	0.00818309046649896	0.0	0.004362645568618191	0.01941562218118632	0.006397142475659357	0.012377403084714257	0.024099910454794097	0.020387648987536068	0.02311464757204736	0.01552810969396632	0.02690167907924202	0.014576852581468333	0.010719954721082569	0.015613184350104727	0.016254438272207548	0.010725108160579623	0.023104672186870703	0.01101309253803533	0.019919630342431383	
L	0.028259028880091467	0.07257003329817016	0.02022561850975918	0.042561908424344354	0.0	0.06396505988873886	0.00818309046649896	0.1314469592192467	0.043626455686181904	0.027181871053660846	0.06077285351876389	0.04125801028238086	0.02711239926164336	0.035678385728188114	0.04622929514409472	0.05434838392888212	0.035868905438989365	0.10689691893076779	0.0821863195282997	0.053084826790356074	0.055265090125505664	0.02860028842821233	0.046209344373741405	0.04405237015214132	0.019919630342431383	
